fsku,actual_t10,wma_t10,ma3_t10,acc_wma_t10,acc_ma3_t10,actual_t11,wma_t11,ma3_t11,acc_wma_t11,acc_ma3_t11,actual_t12,final_t12,ma3_t12,acc_final_t12,acc_ma3_t12,actual_t1,final_t1,ma3_t1,acc_final_t1,acc_ma3_t1,final_t2,final_t3,actual_t1_num
14.L1.8080.88181004,91.0,141.0,141.0,45.05494505494505,45.05494505494505,3.0,69.0,69.0,0.0,0.0,1,112,70.0,0.0,0.0,0,20,32.0,,,11,12,0
14.L1.8080.88282018,42.0,206.0,206.0,0.0,0.0,342.0,29.0,29.0,8.382066276803124,8.382066276803124,7,36,133.0,0.0,0.0,0,0,130.0,,,5,18,0
14.L1.8080.88283003,0.0,5.0,5.0,,,40.0,5.0,5.0,12.5,12.5,2,40,13.0,0.0,0.0,50,13,14.0,26.0,28.000000000000004,15,12,50
14.L1.8080.88284041,0.0,4.0,4.0,,,0.0,0.0,0.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
14.L1.8080.88285052,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
14.L1.8080.M88AG905,0.0,1.0,1.0,,,0.0,0.0,0.0,,,18,0,0.0,0.0,0.0,0,9,6.0,,,10,11,0
14.L1.8080.M88DT904,0.0,7.0,7.0,,,0.0,5.0,5.0,,,0,0,5.0,,,2,0,0.0,0.0,0.0,0,0,2
14.L1.8080.M88LD902,18.0,29.0,29.0,40.74074074074073,40.74074074074073,45.0,13.0,13.0,29.62962962962964,29.62962962962964,0,45,28.0,,,11,17,21.0,45.45454545454546,9.090909090909093,18,14,11
14.L1.8080.M88LG902,26.0,61.0,61.0,0.0,0.0,34.0,13.0,13.0,38.23529411764706,38.23529411764706,1,25,24.0,0.0,0.0,16,16,20.0,100.0,72.91666666666667,15,12,16
14.L1.8080.M88MW909,186.0,59.0,59.0,31.720430107526887,31.720430107526887,12.0,91.0,91.0,0.0,0.0,0,79,72.0,,,0,41,66.0,,,23,24,0
14.L1.8080.M88OW903,0.0,0.0,0.0,,,16.0,0.0,0.0,0.0,0.0,0,16,5.0,,,0,5,5.0,,,6,4,0
15.L1.3060.2911,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
15.L1.3060.2912,0.0,110.0,110.0,,,16.0,110.0,110.0,0.0,0.0,0,172,5.0,,,0,5,5.0,,,6,4,0
15.L1.3060.2913,0.0,127.0,127.0,,,0.0,35.0,35.0,,,576,0,0.0,0.0,0.0,40,288,192.0,0.0,0.0,317,360,40
15.L1.6060.6601,80.0,396.0,396.0,0.0,0.0,132.0,237.0,237.0,20.45454545454546,20.45454545454546,208,208,267.0,100.0,71.47435897435899,0,0,140.0,,,16,53,0
15.L1.6060.6602,176.0,1152.0,1152.0,0.0,0.0,135.0,846.0,846.0,0.0,0.0,0,218,266.0,,,430,76,104.0,17.674418604651166,24.108527131782953,65,55,430
15.L1.6060.6604,166.0,527.0,527.0,0.0,0.0,166.0,252.0,252.0,48.19277108433735,48.19277108433735,267,173,178.0,64.7940074906367,66.79151061173533,10,216,200.0,0.0,0.0,221,229,10
15.L1.6060.6605,40.0,70.0,70.0,25.0,25.0,0.0,49.0,49.0,,,0,10,34.0,,,0,0,13.0,,,0,0,0
15.L1.6060.6606,50.0,187.0,187.0,0.0,0.0,0.0,17.0,17.0,,,68,15,17.0,22.058823529411764,24.50980392156863,0,44,39.0,,,42,48,0
20.L1.100100.51107,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
20.L1.100100.91110,661.0,135.0,135.0,20.474029248613213,20.474029248613213,285.0,269.0,269.0,94.50292397660817,94.50292397660817,524,349,329.0,66.6030534351145,62.786259541984734,202,480,490.0,0.0,0.0,454,476,202
20.L1.100100.91111,32.0,70.0,70.0,0.0,0.0,2.0,81.0,81.0,0.0,0.0,209,61,61.0,29.186602870813395,29.027113237639547,99,14,81.0,14.141414141414144,81.81818181818181,9,20,99
20.L1.100100.91112,242.0,481.0,481.0,1.2396694214875992,1.2396694214875992,448.0,330.0,330.0,73.58630952380953,73.58630952380953,504,415,427.0,82.34126984126983,84.65608465608466,60,435,398.0,0.0,0.0,458,460,60
20.L1.100100.91113,117.0,421.0,421.0,0.0,0.0,355.0,291.0,291.0,81.97183098591549,81.97183098591549,82,220,170.0,0.0,0.0,251,171,185.0,68.12749003984064,73.57237715803453,181,158,251
20.L1.100100.91120,130.0,354.0,354.0,0.0,0.0,16.0,307.0,307.0,0.0,0.0,0,136,197.0,,,6,31,49.0,0.0,0.0,19,19,6
20.L1.100100.91121,530.0,431.0,431.0,81.38364779874213,81.38364779874213,217.0,421.0,421.0,5.990783410138246,5.990783410138246,90,305,312.0,0.0,0.0,258,216,279.0,83.72093023255813,91.86046511627907,178,172,258
20.L1.100100.91122,16.0,244.0,244.0,0.0,0.0,45.0,189.0,189.0,0.0,0.0,6,27,20.0,0.0,0.0,40,20,22.0,50.0,55.833333333333336,21,18,40
20.L1.100100.91123,41.0,37.0,37.0,89.43089430894308,89.43089430894308,499.0,17.0,17.0,3.34001336005344,3.34001336005344,40,15,182.0,37.5,0.0,135,164,193.0,78.51851851851852,56.79012345679011,106,232,135
20.L1.1580.91151,3773.0,6449.0,6449.0,29.066171923314787,29.066171923314787,4276.0,6717.0,6717.0,42.92173370751481,42.92173370751481,4210,4800,6441.0,85.98574821852732,47.01504354711005,4009,4142,4086.0,96.6824644549763,98.0710069011391,4189,4179,4009
20.L1.1580.91152,4520.0,6052.0,6052.0,66.11356932153392,66.11356932153392,10606.0,5033.0,5033.0,47.45112829216167,47.45112829216167,4482,7427,7171.0,34.29272646140116,40.01189944965044,6417,6327,6536.0,98.59747545582047,98.14555088047373,6629,6109,6417
20.L1.1580.91153,6568.0,4000.0,4000.0,60.90641494112871,60.90641494112871,3576.0,4948.0,4948.0,61.623788217747965,61.623788217747965,4526,4679,4916.0,96.61953159522757,91.38311975254088,3319,4649,4890.0,59.92768906297077,52.666465802952686,4398,4499,3319
20.L1.1580.91154,5029.0,8439.0,8439.0,32.199907204878386,32.199907204878386,8783.0,8635.0,8635.0,98.31872177312233,98.31872177312233,5031,7400,7414.0,52.91194593520174,52.6336712383224,5203,6156,6281.0,81.68364405150874,79.28118393234672,6344,6025,5203
20.L1.1580.91181,1188.0,6561.0,6561.0,0.0,0.0,3120.0,4821.0,4821.0,45.49145299145299,45.49145299145299,1473,2925,3116.0,1.4256619144602856,0.0,2118,1910,1927.0,90.17941454202078,90.98205854579793,2021,1878,2118
20.L1.1580.91182,1285.0,5098.0,5098.0,0.0,0.0,7705.0,3084.0,3084.0,40.03028336577981,40.03028336577981,3823,4907,4112.0,71.6453047345017,92.4317726044119,3938,4480,4271.0,86.23666835957339,91.54393092940579,4928,4573,3938
20.L1.1580.91183,5526.0,4022.0,4022.0,72.7892387501508,72.7892387501508,3351.0,4690.0,4690.0,60.051725852979196,60.051725852979196,7086,4674,5194.0,65.961049957663,73.29946373130116,1553,5654,5321.0,0.0,0.0,5623,5925,1553
20.L1.1580.91184,3200.0,6362.0,6362.0,1.187499999999997,1.187499999999997,8243.0,3834.0,3834.0,46.508148327874146,46.508148327874146,5603,5664,4785.0,98.91129751918615,85.4006782081028,3260,5914,5682.0,18.588957055214728,25.705521472392633,6286,6038,3260
20.L1.3030.U81101,1716.0,3466.0,3466.0,0.0,0.0,2684.0,2561.0,2561.0,95.41728763040238,95.41728763040238,2727,2400,2336.0,88.00880088008802,85.66189952328567,1298,2512,2376.0,6.471494607087824,16.974833076528007,2611,2604,1298
20.L1.3030.U81102,5348.0,5794.0,5794.0,91.66043380703066,91.66043380703066,669.0,3527.0,3527.0,0.0,0.0,763,2400,2608.0,0.0,0.0,427,427,2260.0,100.0,0.0,327,1488,427
20.L1.3030.U81103,1426.0,6223.0,6223.0,0.0,0.0,1593.0,4073.0,4073.0,0.0,0.0,3165,2100,2266.0,66.35071090047393,71.6061084781464,3959,2346,2061.0,59.25738822935085,52.06702029131935,2441,2557,3959
20.L1.3030.U81104,1805.0,4878.0,4878.0,0.0,0.0,3374.0,3501.0,3501.0,96.24580122505434,96.24580122505434,2293,2639,2410.0,84.91059747056258,94.89751417357174,1091,2520,2491.0,0.0,0.0,2623,2526,1091
20.L1.3030.U81105,2452.0,4413.0,4413.0,20.024469820554646,20.024469820554646,1450.0,3770.0,3770.0,0.0,0.0,1347,2261,2635.0,32.14550853749072,4.380103934669632,3488,1599,1750.0,45.84288990825688,50.16246177370031,1494,1496,3488
20.L1.3030.U81106,2155.0,9670.0,9670.0,0.0,0.0,1129.0,6251.0,6251.0,0.0,0.0,1124,1969,2359.0,24.822064056939496,0.0,278,278,1469.0,100.0,0.0,139,236,278
20.L1.3030.U81107,2636.0,7951.0,7951.0,0.0,0.0,3189.0,4580.0,4580.0,56.37085815825233,56.37085815825233,1725,3500,4116.0,0.0,0.0,1180,1180,2517.0,100.0,0.0,799,1180,1180
20.L1.3030.U81108,2538.0,8011.0,8011.0,0.0,0.0,1870.0,5307.0,5307.0,0.0,0.0,1674,2472,2762.0,52.32974910394266,35.00597371565114,1359,1359,2027.0,100.0,50.821682609762085,834,1359,1359
20.L1.3030.U81109,2176.0,5150.0,5150.0,0.0,0.0,2872.0,2606.0,2606.0,90.72655524605385,90.72655524605385,2422,2584,2508.0,93.31131296449216,96.46297825488578,2039,2508,2490.0,76.99852869053457,77.88131436978911,2555,2514,2039
20.L1.3030.U81110,3260.0,3116.0,3116.0,95.59304703476484,95.59304703476484,2962.0,2859.0,2859.0,96.52261985145172,96.52261985145172,1880,2802,2646.0,50.95744680851064,59.23758865248225,1363,2481,2701.0,17.975055025678653,1.858645145512361,2397,2319,1363
20.L1.3030.U81111,734.0,2154.0,2154.0,0.0,0.0,817.0,1825.0,1825.0,0.0,0.0,1651,1225,1511.0,74.19745608721986,91.50010094891985,1489,1217,1067.0,81.73270651443923,71.6812178195657,1267,1329,1489
20.L1.3030.U81112,2225.0,2451.0,2451.0,89.82771535580524,89.82771535580524,1443.0,2342.0,2342.0,37.72233772233773,37.72233772233773,1037,1795,1899.0,26.90453230472517,16.843458694953394,1994,1396,1568.0,70.01003009027082,78.65262454028752,1298,1275,1994
20.L1.5050.35108,0.0,170.0,170.0,,,0.0,170.0,170.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
20.L1.5050.35109,0.0,105.0,105.0,,,0.0,105.0,105.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
20.L1.5050.35205,0.0,169.0,169.0,,,0.0,125.0,125.0,,,292,0,109.0,0.0,37.44292237442922,0,0,97.0,,,0,1252,0
20.L1.5050.35210,0.0,40.0,40.0,,,0.0,40.0,40.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
20.L1.5050.91501,28.0,416.0,416.0,0.0,0.0,0.0,361.0,361.0,,,108,185,304.0,28.70370370370371,0.0,0,60,45.0,,,62,71,0
20.L1.5050.91502,1339.0,820.0,820.0,61.23973114264376,61.23973114264376,367.0,863.0,863.0,0.0,0.0,244,683,731.0,0.0,0.0,1218,500,650.0,41.05090311986864,53.36617405582923,397,397,1218
20.L1.5050.91503,1540.0,2402.0,2402.0,44.04761904761906,44.04761904761906,514.0,1629.0,1629.0,0.0,0.0,530,902,990.0,29.811320754716984,13.270440251572335,87,87,861.0,100.0,0.0,170,114,87
20.L1.5050.91504,0.0,133.0,133.0,,,0.0,73.0,73.0,,,0,0,0.0,,,30,0,0.0,0.0,0.0,0,0,30
20.L1.5050.91505,1116.0,939.0,939.0,84.13978494623656,84.13978494623656,639.0,1062.0,1062.0,33.85498174230568,33.85498174230568,96,725,703.0,0.0,0.0,0,0,617.0,,,0,14,0
20.L1.5050.91506,0.0,1311.0,1311.0,,,40.0,620.0,620.0,0.0,0.0,80,119,179.0,51.24999999999999,0.0,203,52,40.0,25.615763546798032,19.704433497536943,58,61,203
20.L1.5050.91507,0.0,436.0,436.0,,,120.0,255.0,255.0,0.0,0.0,876,70,76.0,7.990867579908678,8.675799086757996,692,474,332.0,68.4971098265896,47.97687861271677,524,579,692
20.L1.5050.91508,1760.0,2832.0,2832.0,39.1098484848485,39.1098484848485,2590.0,1267.0,1267.0,48.93178893178893,48.93178893178893,1213,1800,1832.0,51.6075845012366,48.99697719153613,766,1736,1854.0,0.0,0.0,1750,1638,766
20.L1.6060.16001,196.0,604.0,604.0,0.0,0.0,34.0,602.0,602.0,0.0,0.0,590,248,364.0,42.03389830508475,61.694915254237294,102,344,273.0,0.0,0.0,356,399,102
20.L1.6060.16003,61.0,34.0,34.0,56.284153005464475,56.284153005464475,0.0,31.0,31.0,,,0,61,26.0,,,0,0,20.0,,,0,0,0
20.L1.6060.16004,56.0,49.0,49.0,86.90476190476191,86.90476190476191,110.0,21.0,21.0,19.393939393939384,19.393939393939384,39,56,55.0,56.41025641025641,58.11965811965811,0,64,68.0,,,66,60,0
20.L1.6060.16105,6.0,21.0,21.0,0.0,0.0,3.0,21.0,21.0,0.0,0.0,0,8,22.0,,,76,76,3.0,100.0,3.9473684210526327,1,27,76
20.L1.6060.16114,72.0,13.0,13.0,18.518518518518523,18.518518518518523,28.0,37.0,37.0,66.66666666666666,66.66666666666666,0,42,47.0,,,0,23,33.0,,,17,15,0
20.L1.6060.16117,191.0,19.0,19.0,10.122164048865622,10.122164048865622,0.0,64.0,64.0,,,0,58,64.0,,,23,0,64.0,0.0,0.0,0,0,23
20.L1.6060.16405,0.0,22.0,22.0,,,8.0,8.0,8.0,95.83333333333333,95.83333333333333,0,3,3.0,,,0,2,3.0,,,3,2,0
20.L1.6060.16901,280.0,331.0,331.0,81.78571428571428,81.78571428571428,61.0,203.0,203.0,0.0,0.0,191,118,119.0,61.78010471204188,62.30366492146597,248,170,177.0,68.5483870967742,71.50537634408603,154,166,248
20.L1.6060.16902,146.0,50.0,50.0,34.018264840182646,34.018264840182646,247.0,57.0,57.0,22.94197031039136,22.94197031039136,1,150,138.0,0.0,0.0,202,104,131.0,51.48514851485149,65.01650165016501,102,82,202
20.L1.6060.16903,0.0,386.0,386.0,,,112.0,125.0,125.0,88.0952380952381,88.0952380952381,57,45,37.0,78.94736842105263,65.49707602339181,38,62,56.0,36.8421052631579,51.754385964912274,70,65,38
20.L1.6060.16904,0.0,72.0,72.0,,,110.0,58.0,58.0,52.424242424242415,52.424242424242415,106,85,92.0,80.18867924528301,87.1069182389937,290,290,72.0,100.0,24.827586206896555,220,618,290
20.L1.6060.16905,435.0,366.0,366.0,84.21455938697318,84.21455938697318,312.0,267.0,267.0,85.57692307692308,85.57692307692308,477,295,316.0,61.84486373165618,66.31726065688329,248,419,408.0,31.04838709677419,35.483870967741936,415,429,248
20.L1.6060.16906,256.0,235.0,235.0,91.796875,91.796875,342.0,245.0,245.0,71.73489278752436,71.73489278752436,370,280,295.0,75.67567567567568,79.72972972972973,331,339,323.0,97.58308157099698,97.48237663645519,349,350,331
20.L1.6060.26004,290.0,148.0,148.0,51.14942528735633,51.14942528735633,587.0,204.0,204.0,34.69619534355479,34.69619534355479,1033,340,304.0,32.91384317521781,29.461116489190054,182,751,637.0,0.0,0.0,803,833,182
20.L1.6060.26006,63.0,8.0,8.0,13.227513227513231,13.227513227513231,141.0,21.0,21.0,14.893617021276595,14.893617021276595,20,80,68.0,0.0,0.0,0,65,75.0,,,67,57,0
20.L1.6060.26101,4.0,145.0,145.0,0.0,0.0,76.0,13.0,13.0,16.666666666666664,16.666666666666664,0,25,27.0,,,32,24,27.0,75.0,83.33333333333334,27,21,32
20.L1.6060.26103,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
20.L1.6060.26107,219.0,177.0,177.0,80.6697108066971,80.6697108066971,89.0,244.0,244.0,0.0,0.0,28,166,236.0,0.0,0.0,376,84,112.0,22.3404255319149,29.78723404255319,68,65,376
20.L1.6060.26112,1.0,185.0,185.0,0.0,0.0,16.0,20.0,20.0,75.0,75.0,7,35,7.0,0.0,95.23809523809524,8,8,8.0,100.0,100.0,9,8,8
20.L1.6060.26172,0.0,6.0,6.0,,,0.0,3.0,3.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
20.L1.6060.26400,0.0,1.0,1.0,,,54.0,1.0,1.0,1.2345679012345623,1.2345679012345623,26,54,18.0,0.0,69.23076923076923,56,29,27.0,51.78571428571428,47.61904761904761,33,30,56
20.L1.6060.26500,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
20.L1.6060.26901,382.0,624.0,624.0,36.56195462478185,36.56195462478185,239.0,307.0,307.0,71.40864714086473,71.40864714086473,74,200,215.0,0.0,0.0,422,185,232.0,43.83886255924171,54.897314375987364,162,151,422
20.L1.6060.26902,52.0,572.0,572.0,0.0,0.0,876.0,406.0,406.0,46.38508371385084,46.38508371385084,184,451,427.0,0.0,0.0,337,365,371.0,91.69139465875371,90.00989119683481,413,353,337
20.L1.6060.26903,0.0,204.0,204.0,,,162.0,141.0,141.0,87.03703703703704,87.03703703703704,255,91,71.0,35.686274509803916,27.84313725490196,140,176,139.0,74.28571428571429,99.28571428571429,197,202,140
20.L1.6060.26904,288.0,103.0,103.0,35.879629629629626,35.879629629629626,220.0,199.0,199.0,90.60606060606061,90.60606060606061,0,255,273.0,,,503,503,169.0,100.0,33.6646785950961,215,693,503
20.L1.6060.26905,12.0,58.0,58.0,0.0,0.0,32.0,26.0,26.0,82.29166666666666,82.29166666666666,0,15,15.0,,,63,12,15.0,19.047619047619047,23.28042328042328,12,10,63
20.L1.6060.36001,0.0,121.0,121.0,,,92.0,92.0,92.0,100.0,100.0,250,64,61.0,25.6,24.53333333333334,8,153,114.0,0.0,0.0,170,181,8
20.L1.6060.36002,228.0,42.0,42.0,18.274853801169588,18.274853801169588,244.0,76.0,76.0,31.147540983606557,31.147540983606557,125,176,157.0,59.20000000000001,74.13333333333331,52,181,199.0,0.0,0.0,177,168,52
20.L1.6060.36003,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
20.L1.6060.36004,95.0,269.0,269.0,0.0,0.0,363.0,300.0,300.0,82.73645546372819,82.73645546372819,0,229,420.0,,,0,0,153.0,,,0,0,0
20.L1.6060.36005,40.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,,,28,165,13.0,0.0,47.61904761904761,0,22,23.0,,,19,22,0
20.L1.6060.36006,49.0,183.0,183.0,0.0,0.0,0.0,151.0,151.0,,,5,275,16.0,0.0,0.0,0,12,18.0,,,8,9,0
20.L1.6060.36902,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
20.L1.6060.36903,42.0,19.0,19.0,46.031746031746025,46.031746031746025,0.0,14.0,14.0,,,255,58,14.0,22.745098039215684,5.490196078431375,0,0,99.0,,,0,88,0
20.L1.6060.36904,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0,0,0.0,,,0,0,0.0,,,0,0,0
20.L1.6060.36905,50.0,247.0,247.0,0.0,0.0,0.0,127.0,127.0,,,0,332,127.0,,,39,0,17.0,0.0,42.73504273504274,0,0,39
20.L1.6060.36906,139.0,0.0,0.0,0.0,0.0,372.0,46.0,46.0,12.45519713261648,12.45519713261648,0,139,170.0,,,0,0,170.0,,,0,0,0
20.L1.6060.86301,61.0,545.0,545.0,0.0,0.0,129.0,224.0,224.0,26.61498708010337,26.61498708010337,396,131,144.0,33.080808080808076,36.27946127946128,109,249,195.0,0.0,20.795107033639137,269,288,109
20.L1.6060.A16001,3388.0,1287.0,1287.0,37.97717434081071,37.97717434081071,267.0,2126.0,2126.0,0.0,0.0,1395,1550,1807.0,88.88888888888889,70.48984468339306,1260,1455,1683.0,84.52380952380952,66.4021164021164,1199,1315,1260
20.L1.6060.A16003,17.0,46.0,46.0,0.0,0.0,0.0,21.0,21.0,,,0,15,21.0,,,0,0,6.0,,,0,0,0
20.L1.6060.A16004,36.0,1660.0,1660.0,0.0,0.0,0.0,1533.0,1533.0,,,17,417,314.0,0.0,0.0,0,0,18.0,,,0,3,0
20.L1.6060.A16114,0.0,19.0,19.0,,,29.0,19.0,19.0,64.36781609195404,64.36781609195404,0,16,18.0,,,0,9,10.0,,,10,8,0
20.L1.6060.A16405,1649.0,1731.0,1731.0,95.04750353749746,95.04750353749746,1292.0,1753.0,1753.0,64.29308565531477,64.29308565531477,1338,1445,1488.0,92.00298953662183,88.78923766816143,2089,1386,1426.0,66.34753470560076,68.27828307004947,1353,1360,2089
20.L1.6060.A16901,1146.0,2214.0,2214.0,6.806282722513091,6.806282722513091,1765.0,1148.0,1148.0,65.04249291784703,65.04249291784703,3761,1390,1242.0,36.95825578303643,33.03199503678099,1725,2639,2224.0,47.014492753623195,71.07246376811594,2801,2944,1725
20.L1.6060.A16902,2452.0,1662.0,1662.0,67.7678085916259,67.7678085916259,1676.0,1816.0,1816.0,91.64677804295943,91.64677804295943,2555,1745,1847.0,68.29745596868885,72.28962818003914,1456,2271,2228.0,44.02472527472527,47.00091575091576,2237,2311,1456
20.L1.6060.A16903,183.0,1501.0,1501.0,0.0,0.0,272.0,595.0,595.0,0.0,0.0,361,261,263.0,72.29916897506925,72.76084949215144,66,66,272.0,100.0,0.0,43,109,66
20.L1.6060.A16904,1268.0,1462.0,1462.0,84.72660357518401,84.72660357518401,1110.0,1509.0,1509.0,64.08408408408408,64.08408408408408,2046,1117,1095.0,54.59433040078201,53.53535353535352,2185,1610,1475.0,73.6842105263158,67.49046529366896,1641,1713,2185
20.L1.6060.A16905,305.0,874.0,874.0,0.0,0.0,667.0,477.0,477.0,71.51424287856072,71.51424287856072,375,483,421.0,71.2,87.64444444444445,256,449,449.0,24.609375,24.609375,470,445,256
20.L1.6060.A16906,436.0,1324.0,1324.0,0.0,0.0,1345.0,762.0,762.0,56.62949194547707,56.62949194547707,1273,890,739.0,69.91358994501178,58.02566116784498,953,1127,1018.0,81.74186778593914,93.1794333683106,1214,1200,953
20.L1.6060.A16910,3011.0,5985.0,5985.0,1.217757112808604,1.217757112808604,2814.0,3995.0,3995.0,58.03127221037669,58.03127221037669,2565,3100,3339.0,79.14230019493178,69.82456140350877,1774,2729,2797.0,46.166854565952654,42.352499060503575,2697,2680,1774
20.L1.6060.A16911,2091.0,1992.0,1992.0,95.28136457835166,95.28136457835166,518.0,1921.0,1921.0,0.0,0.0,2786,1090,1167.0,39.12419239052405,41.88801148600143,1795,1967,1798.0,90.41782729805014,99.81429897864439,1923,2109,1795
20.L1.6060.A16912,347.0,1795.0,1795.0,0.0,0.0,1343.0,919.0,919.0,68.42889054355919,68.42889054355919,2980,1000,838.0,33.55704697986577,28.131991051454143,1151,1962,1557.0,29.539530842745442,64.75528525919489,2144,2257,1151
20.L1.6060.A16913,1174.0,2551.0,2551.0,0.0,0.0,1139.0,1937.0,1937.0,29.909277143693302,29.909277143693302,2023,1333,1457.0,65.89223924864062,72.00527269731423,2013,1588,1445.0,78.88723298559364,71.79996688193408,1629,1696,2013
20.L1.6060.A16914,3631.0,5790.0,5790.0,40.539796199394104,40.539796199394104,2494.0,4682.0,4682.0,12.282812082330919,12.282812082330919,4159,2982,3118.0,71.69992786727579,74.96192995111004,2217,3554,3428.0,39.69327920613441,45.376635092467296,3524,3660,2217
20.L1.6060.A16915,642.0,3102.0,3102.0,0.0,0.0,827.0,1675.0,1675.0,0.0,0.0,3173,808,826.0,25.464859754175862,26.021640928668976,3765,1963,1547.0,52.13811420982736,41.097830898627706,2099,2273,3765
20.L1.6060.A26006,290.0,218.0,218.0,75.05747126436782,75.05747126436782,195.0,297.0,297.0,47.86324786324785,47.86324786324785,0,242,298.0,,,136,116,162.0,85.29411764705883,81.12745098039215,97,83,136
20.L1.6060.A26107,282.0,181.0,181.0,64.06619385342789,64.06619385342789,22.0,202.0,202.0,0.0,0.0,40,101,110.0,0.0,0.0,56,83,115.0,51.78571428571428,0.0,58,62,56
20.L1.6060.A26112,4240.0,3338.0,3338.0,78.71855345911949,78.71855345911949,3007.0,3411.0,3411.0,86.55359716217714,86.55359716217714,4504,3436,3516.0,76.28774422735346,78.07134399052694,5217,4002,3917.0,76.71075330649799,75.08146444316657,3954,4078,5217
20.L1.6060.A26172,1505.0,1863.0,1863.0,76.1904761904762,76.1904761904762,2133.0,1754.0,1754.0,82.24722612908266,82.24722612908266,5381,1784,1657.0,33.15368890540792,30.78733816514899,2325,3631,3006.0,43.827956989247305,70.69534050179212,3856,4094,2325
20.L1.6060.A26901,842.0,519.0,519.0,61.5993665874901,61.5993665874901,941.0,607.0,607.0,64.5058448459086,64.5058448459086,691,735,614.0,93.63241678726484,88.80849011095032,1565,796,825.0,50.86261980830671,52.69435569755059,794,774,1565
20.L1.6060.A26903,316.0,1188.0,1188.0,0.0,0.0,441.0,854.0,854.0,6.2736205593348355,6.2736205593348355,25,500,560.0,0.0,0.0,17,17,261.0,100.0,0.0,12,25,17
20.L1.6060.A26904,869.0,1214.0,1214.0,60.26083621020331,60.26083621020331,250.0,775.0,775.0,0.0,0.0,2108,666,797.0,31.59392789373814,37.82416192283365,624,1303,1076.0,0.0,27.61752136752136,1334,1480,624
20.L1.6060.A26905,1506.0,2488.0,2488.0,34.81629039397964,34.81629039397964,3027.0,1792.0,1792.0,59.21154057923136,59.21154057923136,1520,2194,1892.0,55.65789473684211,75.50438596491229,1411,1969,2018.0,60.45357902197024,57.00448854240491,2046,1918,1411
20.L1.6060.A26913,2230.0,3858.0,3858.0,27.010463378176386,27.010463378176386,2996.0,3157.0,3157.0,94.62616822429906,94.62616822429906,4449,2617,2492.0,58.82220723758148,56.02007941859595,4749,3569,3225.0,75.15266371867762,67.90903348073279,3718,3820,4749
20.L1.6060.A26914,1943.0,1734.0,1734.0,89.22628238119746,89.22628238119746,2183.0,1540.0,1540.0,70.54512139257902,70.54512139257902,1809,1755,1879.0,97.01492537313433,96.14888520361157,1731,1948,1978.0,87.46389370306181,85.71153475832853,1953,1923,1731
20.L1.6060.A26915,4130.0,4284.0,4284.0,96.27118644067797,96.27118644067797,3472.0,3489.0,3489.0,99.51036866359448,99.51036866359448,6194,3597,3570.0,58.072328059412335,57.64180389624368,2485,4965,4599.0,0.2012072434607659,14.942991281019435,5035,5246,2485
20.L1.6060.A26916,2206.0,3218.0,3218.0,54.14022363251738,54.14022363251738,1263.0,2511.0,2511.0,1.214040643969394,1.214040643969394,2038,1475,1460.0,72.37487733071639,71.62250572456657,1681,1839,1836.0,90.60083283759667,90.79912750347016,1784,1851,1681
20.L1.6060.A26917,2546.0,3964.0,3964.0,44.304791830322074,44.304791830322074,2187.0,3392.0,3392.0,44.90169181527206,44.90169181527206,3822,2452,2569.0,64.1548927263213,67.21611721611723,3671,3076,2852.0,83.79188232089349,77.6809225460819,3122,3248,3671
20.L1.6060.A26918,5637.0,3829.0,3829.0,67.93211519129561,67.93211519129561,1952.0,3795.0,3795.0,5.601092896174875,5.601092896174875,4255,3242,3470.0,76.19271445358402,81.55895025460244,2876,3840,3948.0,66.48122392211404,62.7260083449235,3587,3796,2876
20.L1.6060.A36003,339.0,596.0,596.0,24.28711897738447,24.28711897738447,416.0,522.0,522.0,74.51923076923077,74.51923076923077,589,252,282.0,42.784380305602724,47.87775891341256,2718,2718,448.0,100.0,16.482707873436354,1767,2990,2718
20.L1.6060.A36004,36.0,712.0,712.0,0.0,0.0,62.0,637.0,637.0,0.0,0.0,0,150,283.0,,,10,26,33.0,0.0,0.0,25,20,10
