item_code,period_start,qty
14.L1.6060.A66CB8052,2026-01-01,11.0
14.L1.6060.A66CB8052,2026-02-01,7.0
14.L1.6060.A66CB8052,2026-03-01,7.0
14.L1.6060.A66CG8051,2025-12-01,100.0
14.L1.6060.A66CG8051,2026-01-01,766.0
14.L1.6060.A66CG8051,2026-02-01,548.0
14.L1.6060.A66CG8051,2026-03-01,585.0
14.L1.6060.A66DT8053,2025-12-01,15.0
14.L1.6060.A66DT8053,2026-01-01,10.0
14.L1.6060.A66DT8053,2026-02-01,6.0
14.L1.6060.A66DT8053,2026-03-01,6.0
14.L1.6060.A66EB8058,2025-12-01,155.0
14.L1.6060.A66EB8058,2026-01-01,159.0
14.L1.6060.A66EB8058,2026-02-01,171.0
14.L1.6060.A66EB8058,2026-03-01,163.0
14.L1.6060.A66EG8057,2025-12-01,65.0
14.L1.6060.A66EG8057,2026-01-01,81.0
14.L1.6060.A66EG8057,2026-02-01,83.0
14.L1.6060.A66EG8057,2026-03-01,77.0
14.L1.6060.A66MD8061,2025-12-01,138.0
14.L1.6060.A66MD8061,2026-01-01,355.0
14.L1.6060.A66MD8061,2026-02-01,350.0
14.L1.6060.A66MD8061,2026-03-01,396.0
14.L1.6060.A66MG8054,2025-12-01,24.0
14.L1.6060.A66MG8054,2026-01-01,192.0
14.L1.6060.A66MG8054,2026-02-01,212.0
14.L1.6060.A66MG8054,2026-03-01,236.0
14.L1.6060.A66MW8056,2025-12-01,130.0
14.L1.6060.A66MW8056,2026-01-01,80.0
14.L1.6060.A66MW8056,2026-02-01,50.0
14.L1.6060.A66MW8056,2026-03-01,49.0
14.L1.6060.A66OW8055,2025-12-01,227.0
14.L1.6060.A66OW8055,2026-01-01,685.0
14.L1.6060.A66OW8055,2026-02-01,723.0
14.L1.6060.A66OW8055,2026-03-01,786.0
14.L1.6060.M66LD902,2025-12-01,12.0
14.L1.6060.M66LD902,2026-01-01,5.0
14.L1.6060.M66LD902,2026-02-01,4.0
14.L1.6060.M66LD902,2026-03-01,4.0
14.L1.80120.M81AG905,2025-12-01,10.0
14.L1.80120.M81AG905,2026-01-01,16.0
14.L1.80120.M81AG905,2026-02-01,18.0
14.L1.80120.M81AG905,2026-03-01,18.0
14.L1.80120.M81CB907,2025-12-01,4.0
14.L1.80120.M81CB907,2026-01-01,0.0
14.L1.80120.M81CB907,2026-02-01,0.0
14.L1.80120.M81CB907,2026-03-01,0.0
14.L1.80120.M81DT904,2025-12-01,0.0
14.L1.80120.M81DT904,2026-01-01,2.0
14.L1.80120.M81DT904,2026-02-01,2.0
14.L1.80120.M81DT904,2026-03-01,2.0
14.L1.80120.M81LD902,2025-12-01,6.0
14.L1.80120.M81LD902,2026-01-01,1.0
14.L1.80120.M81LD902,2026-02-01,1.0
14.L1.80120.M81LD902,2026-03-01,1.0
14.L1.80120.M81LG902,2025-12-01,0.0
14.L1.80120.M81LG902,2026-01-01,1.0
14.L1.80120.M81LG902,2026-02-01,1.0
14.L1.80120.M81LG902,2026-03-01,1.0
14.L1.80120.M81MW906,2025-12-01,12.0
14.L1.80120.M81MW906,2026-01-01,1.0
14.L1.80120.M81MW906,2026-02-01,1.0
14.L1.80120.M81MW906,2026-03-01,1.0
14.L1.8080.88181004,2025-12-01,112.0
14.L1.8080.88181004,2026-01-01,20.0
14.L1.8080.88181004,2026-02-01,11.0
14.L1.8080.88181004,2026-03-01,12.0
14.L1.8080.88282018,2025-12-01,36.0
14.L1.8080.88282018,2026-01-01,0.0
14.L1.8080.88282018,2026-02-01,5.0
14.L1.8080.88282018,2026-03-01,18.0
14.L1.8080.88283003,2025-12-01,40.0
14.L1.8080.88283003,2026-01-01,13.0
14.L1.8080.88283003,2026-02-01,15.0
14.L1.8080.88283003,2026-03-01,12.0
14.L1.8080.M88AG905,2025-12-01,0.0
14.L1.8080.M88AG905,2026-01-01,9.0
14.L1.8080.M88AG905,2026-02-01,10.0
14.L1.8080.M88AG905,2026-03-01,11.0
14.L1.8080.M88LD902,2025-12-01,45.0
14.L1.8080.M88LD902,2026-01-01,17.0
14.L1.8080.M88LD902,2026-02-01,18.0
14.L1.8080.M88LD902,2026-03-01,14.0
14.L1.8080.M88LG902,2025-12-01,25.0
14.L1.8080.M88LG902,2026-01-01,16.0
14.L1.8080.M88LG902,2026-02-01,15.0
14.L1.8080.M88LG902,2026-03-01,12.0
14.L1.8080.M88MW909,2025-12-01,79.0
14.L1.8080.M88MW909,2026-01-01,41.0
14.L1.8080.M88MW909,2026-02-01,23.0
14.L1.8080.M88MW909,2026-03-01,24.0
14.L1.8080.M88OW903,2025-12-01,16.0
14.L1.8080.M88OW903,2026-01-01,5.0
14.L1.8080.M88OW903,2026-02-01,6.0
14.L1.8080.M88OW903,2026-03-01,4.0
15.L1.3060.2912,2025-12-01,172.0
15.L1.3060.2912,2026-01-01,5.0
15.L1.3060.2912,2026-02-01,6.0
15.L1.3060.2912,2026-03-01,4.0
15.L1.3060.2913,2025-12-01,0.0
15.L1.3060.2913,2026-01-01,288.0
15.L1.3060.2913,2026-02-01,317.0
15.L1.3060.2913,2026-03-01,360.0
15.L1.6060.6601,2025-12-01,208.0
15.L1.6060.6601,2026-01-01,0.0
15.L1.6060.6601,2026-02-01,16.0
15.L1.6060.6601,2026-03-01,53.0
15.L1.6060.6602,2025-12-01,218.0
15.L1.6060.6602,2026-01-01,76.0
15.L1.6060.6602,2026-02-01,65.0
15.L1.6060.6602,2026-03-01,55.0
15.L1.6060.6604,2025-12-01,173.0
15.L1.6060.6604,2026-01-01,216.0
15.L1.6060.6604,2026-02-01,221.0
15.L1.6060.6604,2026-03-01,229.0
15.L1.6060.6605,2025-12-01,10.0
15.L1.6060.6605,2026-01-01,0.0
15.L1.6060.6605,2026-02-01,0.0
15.L1.6060.6605,2026-03-01,0.0
15.L1.6060.6606,2025-12-01,15.0
15.L1.6060.6606,2026-01-01,44.0
15.L1.6060.6606,2026-02-01,42.0
15.L1.6060.6606,2026-03-01,48.0
20.L1.100100.91110,2025-12-01,349.0
20.L1.100100.91110,2026-01-01,480.0
20.L1.100100.91110,2026-02-01,454.0
20.L1.100100.91110,2026-03-01,476.0
20.L1.100100.91111,2025-12-01,61.0
20.L1.100100.91111,2026-01-01,14.0
20.L1.100100.91111,2026-02-01,9.0
20.L1.100100.91111,2026-03-01,20.0
20.L1.100100.91112,2025-12-01,415.0
20.L1.100100.91112,2026-01-01,435.0
20.L1.100100.91112,2026-02-01,458.0
20.L1.100100.91112,2026-03-01,460.0
20.L1.100100.91113,2025-12-01,220.0
20.L1.100100.91113,2026-01-01,171.0
20.L1.100100.91113,2026-02-01,181.0
20.L1.100100.91113,2026-03-01,158.0
20.L1.100100.91120,2025-12-01,136.0
20.L1.100100.91120,2026-01-01,31.0
20.L1.100100.91120,2026-02-01,19.0
20.L1.100100.91120,2026-03-01,19.0
20.L1.100100.91121,2025-12-01,305.0
20.L1.100100.91121,2026-01-01,216.0
20.L1.100100.91121,2026-02-01,178.0
20.L1.100100.91121,2026-03-01,172.0
20.L1.100100.91122,2025-12-01,27.0
20.L1.100100.91122,2026-01-01,20.0
20.L1.100100.91122,2026-02-01,21.0
20.L1.100100.91122,2026-03-01,18.0
20.L1.100100.91123,2025-12-01,15.0
20.L1.100100.91123,2026-01-01,164.0
20.L1.100100.91123,2026-02-01,106.0
20.L1.100100.91123,2026-03-01,232.0
20.L1.1580.91151,2025-12-01,4800.0
20.L1.1580.91151,2026-01-01,4142.0
20.L1.1580.91151,2026-02-01,4189.0
20.L1.1580.91151,2026-03-01,4179.0
20.L1.1580.91152,2025-12-01,7427.0
20.L1.1580.91152,2026-01-01,6327.0
20.L1.1580.91152,2026-02-01,6629.0
20.L1.1580.91152,2026-03-01,6109.0
20.L1.1580.91153,2025-12-01,4679.0
20.L1.1580.91153,2026-01-01,4649.0
20.L1.1580.91153,2026-02-01,4398.0
20.L1.1580.91153,2026-03-01,4499.0
20.L1.1580.91154,2025-12-01,7400.0
20.L1.1580.91154,2026-01-01,6156.0
20.L1.1580.91154,2026-02-01,6344.0
20.L1.1580.91154,2026-03-01,6025.0
20.L1.1580.91181,2025-12-01,2925.0
20.L1.1580.91181,2026-01-01,1910.0
20.L1.1580.91181,2026-02-01,2021.0
20.L1.1580.91181,2026-03-01,1878.0
20.L1.1580.91182,2025-12-01,4907.0
20.L1.1580.91182,2026-01-01,4480.0
20.L1.1580.91182,2026-02-01,4928.0
20.L1.1580.91182,2026-03-01,4573.0
20.L1.1580.91183,2025-12-01,4674.0
20.L1.1580.91183,2026-01-01,5654.0
20.L1.1580.91183,2026-02-01,5623.0
20.L1.1580.91183,2026-03-01,5925.0
20.L1.1580.91184,2025-12-01,5664.0
20.L1.1580.91184,2026-01-01,5914.0
20.L1.1580.91184,2026-02-01,6286.0
20.L1.1580.91184,2026-03-01,6038.0
20.L1.3030.U81101,2025-12-01,2400.0
20.L1.3030.U81101,2026-01-01,2512.0
20.L1.3030.U81101,2026-02-01,2611.0
20.L1.3030.U81101,2026-03-01,2604.0
20.L1.3030.U81102,2025-12-01,2400.0
20.L1.3030.U81102,2026-01-01,427.0
20.L1.3030.U81102,2026-02-01,327.0
20.L1.3030.U81102,2026-03-01,1488.0
20.L1.3030.U81103,2025-12-01,2100.0
20.L1.3030.U81103,2026-01-01,2346.0
20.L1.3030.U81103,2026-02-01,2441.0
20.L1.3030.U81103,2026-03-01,2557.0
20.L1.3030.U81104,2025-12-01,2639.0
20.L1.3030.U81104,2026-01-01,2520.0
20.L1.3030.U81104,2026-02-01,2623.0
20.L1.3030.U81104,2026-03-01,2526.0
20.L1.3030.U81105,2025-12-01,2261.0
20.L1.3030.U81105,2026-01-01,1599.0
20.L1.3030.U81105,2026-02-01,1494.0
20.L1.3030.U81105,2026-03-01,1496.0
20.L1.3030.U81106,2025-12-01,1969.0
20.L1.3030.U81106,2026-01-01,278.0
20.L1.3030.U81106,2026-02-01,139.0
20.L1.3030.U81106,2026-03-01,236.0
20.L1.3030.U81107,2025-12-01,3500.0
20.L1.3030.U81107,2026-01-01,1180.0
20.L1.3030.U81107,2026-02-01,799.0
20.L1.3030.U81107,2026-03-01,1180.0
20.L1.3030.U81108,2025-12-01,2472.0
20.L1.3030.U81108,2026-01-01,1359.0
20.L1.3030.U81108,2026-02-01,834.0
20.L1.3030.U81108,2026-03-01,1359.0
20.L1.3030.U81109,2025-12-01,2584.0
20.L1.3030.U81109,2026-01-01,2508.0
20.L1.3030.U81109,2026-02-01,2555.0
20.L1.3030.U81109,2026-03-01,2514.0
20.L1.3030.U81110,2025-12-01,2802.0
20.L1.3030.U81110,2026-01-01,2481.0
20.L1.3030.U81110,2026-02-01,2397.0
20.L1.3030.U81110,2026-03-01,2319.0
20.L1.3030.U81111,2025-12-01,1225.0
20.L1.3030.U81111,2026-01-01,1217.0
20.L1.3030.U81111,2026-02-01,1267.0
20.L1.3030.U81111,2026-03-01,1329.0
20.L1.3030.U81112,2025-12-01,1795.0
20.L1.3030.U81112,2026-01-01,1396.0
20.L1.3030.U81112,2026-02-01,1298.0
20.L1.3030.U81112,2026-03-01,1275.0
20.L1.5050.35205,2025-12-01,0.0
20.L1.5050.35205,2026-01-01,0.0
20.L1.5050.35205,2026-02-01,0.0
20.L1.5050.35205,2026-03-01,1252.0
20.L1.5050.91501,2025-12-01,185.0
20.L1.5050.91501,2026-01-01,60.0
20.L1.5050.91501,2026-02-01,62.0
20.L1.5050.91501,2026-03-01,71.0
20.L1.5050.91502,2025-12-01,683.0
20.L1.5050.91502,2026-01-01,500.0
20.L1.5050.91502,2026-02-01,397.0
20.L1.5050.91502,2026-03-01,397.0
20.L1.5050.91503,2025-12-01,902.0
20.L1.5050.91503,2026-01-01,87.0
20.L1.5050.91503,2026-02-01,170.0
20.L1.5050.91503,2026-03-01,114.0
20.L1.5050.91505,2025-12-01,725.0
20.L1.5050.91505,2026-01-01,0.0
20.L1.5050.91505,2026-02-01,0.0
20.L1.5050.91505,2026-03-01,14.0
20.L1.5050.91506,2025-12-01,119.0
20.L1.5050.91506,2026-01-01,52.0
20.L1.5050.91506,2026-02-01,58.0
20.L1.5050.91506,2026-03-01,61.0
20.L1.5050.91507,2025-12-01,70.0
20.L1.5050.91507,2026-01-01,474.0
20.L1.5050.91507,2026-02-01,524.0
20.L1.5050.91507,2026-03-01,579.0
20.L1.5050.91508,2025-12-01,1800.0
20.L1.5050.91508,2026-01-01,1736.0
20.L1.5050.91508,2026-02-01,1750.0
20.L1.5050.91508,2026-03-01,1638.0
20.L1.6060.16001,2025-12-01,248.0
20.L1.6060.16001,2026-01-01,344.0
20.L1.6060.16001,2026-02-01,356.0
20.L1.6060.16001,2026-03-01,399.0
20.L1.6060.16003,2025-12-01,61.0
20.L1.6060.16003,2026-01-01,0.0
20.L1.6060.16003,2026-02-01,0.0
20.L1.6060.16003,2026-03-01,0.0
20.L1.6060.16004,2025-12-01,56.0
20.L1.6060.16004,2026-01-01,64.0
20.L1.6060.16004,2026-02-01,66.0
20.L1.6060.16004,2026-03-01,60.0
20.L1.6060.16105,2025-12-01,8.0
20.L1.6060.16105,2026-01-01,76.0
20.L1.6060.16105,2026-02-01,1.0
20.L1.6060.16105,2026-03-01,27.0
20.L1.6060.16114,2025-12-01,42.0
20.L1.6060.16114,2026-01-01,23.0
20.L1.6060.16114,2026-02-01,17.0
20.L1.6060.16114,2026-03-01,15.0
20.L1.6060.16117,2025-12-01,58.0
20.L1.6060.16117,2026-01-01,0.0
20.L1.6060.16117,2026-02-01,0.0
20.L1.6060.16117,2026-03-01,0.0
20.L1.6060.16405,2025-12-01,3.0
20.L1.6060.16405,2026-01-01,2.0
20.L1.6060.16405,2026-02-01,3.0
20.L1.6060.16405,2026-03-01,2.0
20.L1.6060.16901,2025-12-01,118.0
20.L1.6060.16901,2026-01-01,170.0
20.L1.6060.16901,2026-02-01,154.0
20.L1.6060.16901,2026-03-01,166.0
20.L1.6060.16902,2025-12-01,150.0
20.L1.6060.16902,2026-01-01,104.0
20.L1.6060.16902,2026-02-01,102.0
20.L1.6060.16902,2026-03-01,82.0
20.L1.6060.16903,2025-12-01,45.0
20.L1.6060.16903,2026-01-01,62.0
20.L1.6060.16903,2026-02-01,70.0
20.L1.6060.16903,2026-03-01,65.0
20.L1.6060.16904,2025-12-01,85.0
20.L1.6060.16904,2026-01-01,290.0
20.L1.6060.16904,2026-02-01,220.0
20.L1.6060.16904,2026-03-01,618.0
20.L1.6060.16905,2025-12-01,295.0
20.L1.6060.16905,2026-01-01,419.0
20.L1.6060.16905,2026-02-01,415.0
20.L1.6060.16905,2026-03-01,429.0
20.L1.6060.16906,2025-12-01,280.0
20.L1.6060.16906,2026-01-01,339.0
20.L1.6060.16906,2026-02-01,349.0
20.L1.6060.16906,2026-03-01,350.0
20.L1.6060.26004,2025-12-01,340.0
20.L1.6060.26004,2026-01-01,751.0
20.L1.6060.26004,2026-02-01,803.0
20.L1.6060.26004,2026-03-01,833.0
20.L1.6060.26006,2025-12-01,80.0
20.L1.6060.26006,2026-01-01,65.0
20.L1.6060.26006,2026-02-01,67.0
20.L1.6060.26006,2026-03-01,57.0
20.L1.6060.26101,2025-12-01,25.0
20.L1.6060.26101,2026-01-01,24.0
20.L1.6060.26101,2026-02-01,27.0
20.L1.6060.26101,2026-03-01,21.0
20.L1.6060.26107,2025-12-01,166.0
20.L1.6060.26107,2026-01-01,84.0
20.L1.6060.26107,2026-02-01,68.0
20.L1.6060.26107,2026-03-01,65.0
20.L1.6060.26112,2025-12-01,35.0
20.L1.6060.26112,2026-01-01,8.0
20.L1.6060.26112,2026-02-01,9.0
20.L1.6060.26112,2026-03-01,8.0
20.L1.6060.26400,2025-12-01,54.0
20.L1.6060.26400,2026-01-01,29.0
20.L1.6060.26400,2026-02-01,33.0
20.L1.6060.26400,2026-03-01,30.0
20.L1.6060.26901,2025-12-01,200.0
20.L1.6060.26901,2026-01-01,185.0
20.L1.6060.26901,2026-02-01,162.0
20.L1.6060.26901,2026-03-01,151.0
20.L1.6060.26902,2025-12-01,451.0
20.L1.6060.26902,2026-01-01,365.0
20.L1.6060.26902,2026-02-01,413.0
20.L1.6060.26902,2026-03-01,353.0
20.L1.6060.26903,2025-12-01,91.0
20.L1.6060.26903,2026-01-01,176.0
20.L1.6060.26903,2026-02-01,197.0
20.L1.6060.26903,2026-03-01,202.0
20.L1.6060.26904,2025-12-01,255.0
20.L1.6060.26904,2026-01-01,503.0
20.L1.6060.26904,2026-02-01,215.0
20.L1.6060.26904,2026-03-01,693.0
20.L1.6060.26905,2025-12-01,15.0
20.L1.6060.26905,2026-01-01,12.0
20.L1.6060.26905,2026-02-01,12.0
20.L1.6060.26905,2026-03-01,10.0
20.L1.6060.36001,2025-12-01,64.0
20.L1.6060.36001,2026-01-01,153.0
20.L1.6060.36001,2026-02-01,170.0
20.L1.6060.36001,2026-03-01,181.0
20.L1.6060.36002,2025-12-01,176.0
20.L1.6060.36002,2026-01-01,181.0
20.L1.6060.36002,2026-02-01,177.0
20.L1.6060.36002,2026-03-01,168.0
20.L1.6060.36004,2025-12-01,229.0
20.L1.6060.36004,2026-01-01,0.0
20.L1.6060.36004,2026-02-01,0.0
20.L1.6060.36004,2026-03-01,0.0
20.L1.6060.36005,2025-12-01,165.0
20.L1.6060.36005,2026-01-01,22.0
20.L1.6060.36005,2026-02-01,19.0
20.L1.6060.36005,2026-03-01,22.0
20.L1.6060.36006,2025-12-01,275.0
20.L1.6060.36006,2026-01-01,12.0
20.L1.6060.36006,2026-02-01,8.0
20.L1.6060.36006,2026-03-01,9.0
20.L1.6060.36903,2025-12-01,58.0
20.L1.6060.36903,2026-01-01,0.0
20.L1.6060.36903,2026-02-01,0.0
20.L1.6060.36903,2026-03-01,88.0
20.L1.6060.36905,2025-12-01,332.0
20.L1.6060.36905,2026-01-01,0.0
20.L1.6060.36905,2026-02-01,0.0
20.L1.6060.36905,2026-03-01,0.0
20.L1.6060.36906,2025-12-01,139.0
20.L1.6060.36906,2026-01-01,0.0
20.L1.6060.36906,2026-02-01,0.0
20.L1.6060.36906,2026-03-01,0.0
20.L1.6060.86301,2025-12-01,131.0
20.L1.6060.86301,2026-01-01,249.0
20.L1.6060.86301,2026-02-01,269.0
20.L1.6060.86301,2026-03-01,288.0
20.L1.6060.A16001,2025-12-01,1550.0
20.L1.6060.A16001,2026-01-01,1455.0
20.L1.6060.A16001,2026-02-01,1199.0
20.L1.6060.A16001,2026-03-01,1315.0
20.L1.6060.A16003,2025-12-01,15.0
20.L1.6060.A16003,2026-01-01,0.0
20.L1.6060.A16003,2026-02-01,0.0
20.L1.6060.A16003,2026-03-01,0.0
20.L1.6060.A16004,2025-12-01,417.0
20.L1.6060.A16004,2026-01-01,0.0
20.L1.6060.A16004,2026-02-01,0.0
20.L1.6060.A16004,2026-03-01,3.0
20.L1.6060.A16114,2025-12-01,16.0
20.L1.6060.A16114,2026-01-01,9.0
20.L1.6060.A16114,2026-02-01,10.0
20.L1.6060.A16114,2026-03-01,8.0
20.L1.6060.A16405,2025-12-01,1445.0
20.L1.6060.A16405,2026-01-01,1386.0
20.L1.6060.A16405,2026-02-01,1353.0
20.L1.6060.A16405,2026-03-01,1360.0
20.L1.6060.A16901,2025-12-01,1390.0
20.L1.6060.A16901,2026-01-01,2639.0
20.L1.6060.A16901,2026-02-01,2801.0
20.L1.6060.A16901,2026-03-01,2944.0
20.L1.6060.A16902,2025-12-01,1745.0
20.L1.6060.A16902,2026-01-01,2271.0
20.L1.6060.A16902,2026-02-01,2237.0
20.L1.6060.A16902,2026-03-01,2311.0
20.L1.6060.A16903,2025-12-01,261.0
20.L1.6060.A16903,2026-01-01,66.0
20.L1.6060.A16903,2026-02-01,43.0
20.L1.6060.A16903,2026-03-01,109.0
20.L1.6060.A16904,2025-12-01,1117.0
20.L1.6060.A16904,2026-01-01,1610.0
20.L1.6060.A16904,2026-02-01,1641.0
20.L1.6060.A16904,2026-03-01,1713.0
20.L1.6060.A16905,2025-12-01,483.0
20.L1.6060.A16905,2026-01-01,449.0
20.L1.6060.A16905,2026-02-01,470.0
20.L1.6060.A16905,2026-03-01,445.0
20.L1.6060.A16906,2025-12-01,890.0
20.L1.6060.A16906,2026-01-01,1127.0
20.L1.6060.A16906,2026-02-01,1214.0
20.L1.6060.A16906,2026-03-01,1200.0
20.L1.6060.A16910,2025-12-01,3100.0
20.L1.6060.A16910,2026-01-01,2729.0
20.L1.6060.A16910,2026-02-01,2697.0
20.L1.6060.A16910,2026-03-01,2680.0
20.L1.6060.A16911,2025-12-01,1090.0
20.L1.6060.A16911,2026-01-01,1967.0
20.L1.6060.A16911,2026-02-01,1923.0
20.L1.6060.A16911,2026-03-01,2109.0
20.L1.6060.A16912,2025-12-01,1000.0
20.L1.6060.A16912,2026-01-01,1962.0
20.L1.6060.A16912,2026-02-01,2144.0
20.L1.6060.A16912,2026-03-01,2257.0
20.L1.6060.A16913,2025-12-01,1333.0
20.L1.6060.A16913,2026-01-01,1588.0
20.L1.6060.A16913,2026-02-01,1629.0
20.L1.6060.A16913,2026-03-01,1696.0
20.L1.6060.A16914,2025-12-01,2982.0
20.L1.6060.A16914,2026-01-01,3554.0
20.L1.6060.A16914,2026-02-01,3524.0
20.L1.6060.A16914,2026-03-01,3660.0
20.L1.6060.A16915,2025-12-01,808.0
20.L1.6060.A16915,2026-01-01,1963.0
20.L1.6060.A16915,2026-02-01,2099.0
20.L1.6060.A16915,2026-03-01,2273.0
20.L1.6060.A26006,2025-12-01,242.0
20.L1.6060.A26006,2026-01-01,116.0
20.L1.6060.A26006,2026-02-01,97.0
20.L1.6060.A26006,2026-03-01,83.0
20.L1.6060.A26107,2025-12-01,101.0
20.L1.6060.A26107,2026-01-01,83.0
20.L1.6060.A26107,2026-02-01,58.0
20.L1.6060.A26107,2026-03-01,62.0
20.L1.6060.A26112,2025-12-01,3436.0
20.L1.6060.A26112,2026-01-01,4002.0
20.L1.6060.A26112,2026-02-01,3954.0
20.L1.6060.A26112,2026-03-01,4078.0
20.L1.6060.A26172,2025-12-01,1784.0
20.L1.6060.A26172,2026-01-01,3631.0
20.L1.6060.A26172,2026-02-01,3856.0
20.L1.6060.A26172,2026-03-01,4094.0
20.L1.6060.A26901,2025-12-01,735.0
20.L1.6060.A26901,2026-01-01,796.0
20.L1.6060.A26901,2026-02-01,794.0
20.L1.6060.A26901,2026-03-01,774.0
20.L1.6060.A26903,2025-12-01,500.0
20.L1.6060.A26903,2026-01-01,17.0
20.L1.6060.A26903,2026-02-01,12.0
20.L1.6060.A26903,2026-03-01,25.0
20.L1.6060.A26904,2025-12-01,666.0
20.L1.6060.A26904,2026-01-01,1303.0
20.L1.6060.A26904,2026-02-01,1334.0
20.L1.6060.A26904,2026-03-01,1480.0
20.L1.6060.A26905,2025-12-01,2194.0
20.L1.6060.A26905,2026-01-01,1969.0
20.L1.6060.A26905,2026-02-01,2046.0
20.L1.6060.A26905,2026-03-01,1918.0
20.L1.6060.A26913,2025-12-01,2617.0
20.L1.6060.A26913,2026-01-01,3569.0
20.L1.6060.A26913,2026-02-01,3718.0
20.L1.6060.A26913,2026-03-01,3820.0
20.L1.6060.A26914,2025-12-01,1755.0
20.L1.6060.A26914,2026-01-01,1948.0
20.L1.6060.A26914,2026-02-01,1953.0
20.L1.6060.A26914,2026-03-01,1923.0
20.L1.6060.A26915,2025-12-01,3597.0
20.L1.6060.A26915,2026-01-01,4965.0
20.L1.6060.A26915,2026-02-01,5035.0
20.L1.6060.A26915,2026-03-01,5246.0
20.L1.6060.A26916,2025-12-01,1475.0
20.L1.6060.A26916,2026-01-01,1839.0
20.L1.6060.A26916,2026-02-01,1784.0
20.L1.6060.A26916,2026-03-01,1851.0
20.L1.6060.A26917,2025-12-01,2452.0
20.L1.6060.A26917,2026-01-01,3076.0
20.L1.6060.A26917,2026-02-01,3122.0
20.L1.6060.A26917,2026-03-01,3248.0
20.L1.6060.A26918,2025-12-01,3242.0
20.L1.6060.A26918,2026-01-01,3840.0
20.L1.6060.A26918,2026-02-01,3587.0
20.L1.6060.A26918,2026-03-01,3796.0
20.L1.6060.A36003,2025-12-01,252.0
20.L1.6060.A36003,2026-01-01,2718.0
20.L1.6060.A36003,2026-02-01,1767.0
20.L1.6060.A36003,2026-03-01,2990.0
20.L1.6060.A36004,2025-12-01,150.0
20.L1.6060.A36004,2026-01-01,26.0
20.L1.6060.A36004,2026-02-01,25.0
20.L1.6060.A36004,2026-03-01,20.0
20.L1.6060.A36005,2025-12-01,2100.0
20.L1.6060.A36005,2026-01-01,2103.0
20.L1.6060.A36005,2026-02-01,1895.0
20.L1.6060.A36005,2026-03-01,2078.0
20.L1.6060.A36006,2025-12-01,138.0
20.L1.6060.A36006,2026-01-01,163.0
20.L1.6060.A36006,2026-02-01,181.0
20.L1.6060.A36006,2026-03-01,190.0
20.L1.6060.A36902,2025-12-01,1693.0
20.L1.6060.A36902,2026-01-01,1646.0
20.L1.6060.A36902,2026-02-01,1639.0
20.L1.6060.A36902,2026-03-01,1630.0
20.L1.6060.A36903,2025-12-01,404.0
20.L1.6060.A36903,2026-01-01,0.0
20.L1.6060.A36903,2026-02-01,0.0
20.L1.6060.A36903,2026-03-01,660.0
20.L1.6060.A36904,2025-12-01,142.0
20.L1.6060.A36904,2026-01-01,135.0
20.L1.6060.A36904,2026-02-01,150.0
20.L1.6060.A36904,2026-03-01,135.0
20.L1.6060.A36915,2025-12-01,935.0
20.L1.6060.A36915,2026-01-01,981.0
20.L1.6060.A36915,2026-02-01,981.0
20.L1.6060.A36915,2026-03-01,906.0
20.L1.6060.A36916,2025-12-01,1089.0
20.L1.6060.A36916,2026-01-01,1317.0
20.L1.6060.A36916,2026-02-01,1371.0
20.L1.6060.A36916,2026-03-01,1373.0
20.L1.6060.A36917,2025-12-01,1250.0
20.L1.6060.A36917,2026-01-01,1291.0
20.L1.6060.A36917,2026-02-01,1256.0
20.L1.6060.A36917,2026-03-01,1259.0
20.L1.6060.A36918,2025-12-01,986.0
20.L1.6060.A36918,2026-01-01,1101.0
20.L1.6060.A36918,2026-02-01,1089.0
20.L1.6060.A36918,2026-03-01,1111.0
20.L1.6060.A36919,2025-12-01,318.0
20.L1.6060.A36919,2026-01-01,394.0
20.L1.6060.A36919,2026-02-01,405.0
20.L1.6060.A36919,2026-03-01,442.0
20.L1.6060.A36920,2025-12-01,1623.0
20.L1.6060.A36920,2026-01-01,2375.0
20.L1.6060.A36920,2026-02-01,2563.0
20.L1.6060.A36920,2026-03-01,2594.0
20.L1.6060.A66101,2025-12-01,1097.0
20.L1.6060.A66101,2026-01-01,1180.0
20.L1.6060.A66101,2026-02-01,1248.0
20.L1.6060.A66101,2026-03-01,1297.0
20.L1.6060.A66102,2025-12-01,1620.0
20.L1.6060.A66102,2026-01-01,789.0
20.L1.6060.A66102,2026-02-01,510.0
20.L1.6060.A66102,2026-03-01,1114.0
20.L1.6060.A66103,2025-12-01,1467.0
20.L1.6060.A66103,2026-01-01,2144.0
20.L1.6060.A66103,2026-02-01,2201.0
20.L1.6060.A66103,2026-03-01,2318.0
20.L1.6060.A66104,2025-12-01,1989.0
20.L1.6060.A66104,2026-01-01,1056.0
20.L1.6060.A66104,2026-02-01,683.0
20.L1.6060.A66104,2026-03-01,1491.0
20.L1.6060.A66105,2025-12-01,2033.0
20.L1.6060.A66105,2026-01-01,1702.0
20.L1.6060.A66105,2026-02-01,1729.0
20.L1.6060.A66105,2026-03-01,1699.0
20.L1.6060.A66106,2025-12-01,1338.0
20.L1.6060.A66106,2026-01-01,1957.0
20.L1.6060.A66106,2026-02-01,1933.0
20.L1.6060.A66106,2026-03-01,2025.0
20.L1.6060.A86301,2025-12-01,402.0
20.L1.6060.A86301,2026-01-01,231.0
